id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,figure_tested,color_response,figure_response,figure_score,position_target,sound_target,sound_tested,sound_score,position_tested,position_response,position_score,color_tested,color_target,figure_target,simulate,occupation,color_score,sound_response,timestamp
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,25,4,darkorange,triangle,sounds/D.wav,1,1,1,1,,1,0,1,0,,,1,1,1,no,Studerende,1,0,1554900522224
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,26,4,white,circle,sounds/C.wav,1,0,0,1,,1,0,1,0,,,1,0,0,no,Studerende,1,0,1554900525812
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,27,4,red,triangle,sounds/D.wav,1,0,0,1,,1,0,1,0,,,1,0,0,no,Studerende,1,0,1554900529411
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,28,4,blue,star,sounds/D.wav,1,0,0,1,,1,1,1,0,,,1,0,0,no,Studerende,1,1,1554900533004
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,29,4,blue,circle,sounds/V.wav,1,1,0,1,,1,0,1,0,,,1,1,0,no,Studerende,1,0,1554900536613
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,30,4,yellow,star,sounds/D.wav,1,0,0,1,,1,0,1,0,,,1,0,0,no,Studerende,1,0,1554900540214
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,31,4,dimgray,star,sounds/D.wav,1,0,1,1,,1,1,0,0,,,1,0,1,no,Studerende,1,0,1554900543819
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,32,4,white,triangle,sounds/B.wav,1,0,0,1,,1,0,1,0,,,1,0,0,no,Studerende,1,0,1554900547415
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,33,4,blue,square,sounds/B.wav,1,0,0,1,,1,1,1,0,,,1,0,0,no,Studerende,1,1,1554900551012
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,34,4,dimgray,square,sounds/T.wav,1,0,0,0,,1,0,1,0,,,1,0,1,no,Studerende,1,0,1554900554596
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,35,4,darkorange,triangle,sounds/T.wav,1,0,0,1,,1,1,0,0,,,1,0,0,no,Studerende,1,0,1554900558199
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,36,4,blue,square,sounds/G.wav,1,0,0,1,,1,0,1,0,,,1,0,0,no,Studerende,1,0,1554900561798
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,37,4,yellow,triangle,sounds/G.wav,1,0,0,1,,1,1,1,0,,,1,0,0,no,Studerende,1,1,1554900565419
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,38,4,white,square,sounds/G.wav,1,0,0,1,,1,1,1,0,,,1,0,0,no,Studerende,1,1,1554900569011
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,39,4,white,square,sounds/D.wav,1,1,1,1,,1,0,1,0,,,1,1,1,no,Studerende,1,0,1554900572619
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,40,4,green,star,sounds/P.wav,1,0,0,1,,1,0,1,0,,,1,0,0,no,Studerende,1,0,1554900576218
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,41,4,darkorange,square,sounds/B.wav,1,0,0,1,,1,0,1,0,,,1,0,0,no,Studerende,1,0,1554900579817
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,42,4,darkorange,circle,sounds/D.wav,1,1,0,1,,1,0,1,0,,,1,1,0,no,Studerende,1,0,1554900583440
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,43,4,green,square,sounds/T.wav,1,0,0,1,,1,0,0,0,,,1,0,0,no,Studerende,1,1,1554900587056
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,44,4,dimgray,circle,sounds/B.wav,1,0,0,1,,1,0,1,0,,,1,0,0,no,Studerende,1,0,1554900590653
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,45,4,green,star,sounds/P.wav,1,0,0,1,,1,0,1,0,,,1,0,0,no,Studerende,1,0,1554900594252
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,46,4,blue,star,sounds/P.wav,1,0,1,1,,1,1,1,0,,,1,0,1,no,Studerende,1,1,1554900597874
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,47,4,blue,star,sounds/P.wav,1,0,1,1,,1,1,1,0,,,1,1,1,no,Studerende,0,1,1554900601500
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,48,4,yellow,triangle,sounds/B.wav,1,0,0,1,,1,0,1,0,,,1,0,0,no,Studerende,1,0,1554900605087
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,49,4,green,circle,sounds/C.wav,1,0,0,1,,1,0,1,0,,,1,0,0,no,Studerende,1,0,1554900608687
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,50,4,yellow,star,sounds/C.wav,1,0,0,1,,1,1,1,0,,,1,0,0,no,Studerende,1,1,1554900612312
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,51,4,blue,triangle,sounds/C.wav,1,0,0,1,,1,1,1,0,,,1,0,0,no,Studerende,1,1,1554900615914
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,52,4,blue,triangle,sounds/D.wav,1,1,1,1,,1,0,1,0,,,1,1,1,no,Studerende,1,0,1554900619531
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,53,4,green,square,sounds/P.wav,1,0,0,1,,1,0,1,0,,,1,0,0,no,Studerende,1,0,1554900623121
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,54,4,green,star,sounds/E.wav,1,0,0,1,,1,0,1,0,,,1,1,0,no,Studerende,0,0,1554900626721
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,55,4,white,triangle,sounds/E.wav,1,0,0,1,,1,1,1,0,,,1,0,0,no,Studerende,1,1,1554900630331
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,56,4,white,circle,sounds/E.wav,1,1,0,1,,1,1,1,0,,,1,1,0,no,Studerende,1,1,1554900633940
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,57,4,darkorange,circle,sounds/C.wav,1,0,1,1,,1,0,1,0,,,1,0,1,no,Studerende,1,0,1554900637562
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,58,4,blue,star,sounds/G.wav,1,0,0,1,,1,0,1,0,,,1,0,0,no,Studerende,1,0,1554900641158
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,59,4,dimgray,star,sounds/E.wav,1,0,0,0,,1,0,1,0,,,1,0,1,no,Studerende,1,0,1554900644757
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,60,4,yellow,circle,sounds/V.wav,1,0,0,1,,1,0,1,0,,,1,0,0,no,Studerende,1,0,1554900648360
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,61,4,red,circle,sounds/C.wav,1,0,0,0,,1,0,1,0,,,1,0,1,no,Studerende,1,0,1554900651958
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,1,5,dimgray,square,sounds/D.wav,1,0,0,1,0,1,0,1,1,0,1,1,0,0,no,Studerende,1,0,1554900672111
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,2,5,darkorange,square,sounds/C.wav,1,0,0,0,1,1,0,1,1,1,1,1,0,1,no,Studerende,1,0,1554900675725
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,3,5,yellow,star,sounds/C.wav,1,1,1,0,1,1,1,0,1,1,1,1,0,0,no,Studerende,0,0,1554900679361
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,4,0,yellow,circle,sounds/D.wav,1,0,0,1,0,1,0,1,1,0,1,1,1,0,no,Studerende,0,0,1554900682961
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,5,2,white,square,sounds/P.wav,1,0,0,1,0,1,0,1,1,0,1,1,0,0,no,Studerende,1,0,1554900686563
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,6,6,darkorange,square,sounds/T.wav,1,0,0,0,0,1,0,1,1,0,1,1,0,1,no,Studerende,1,0,1554900690163
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,7,8,darkorange,star,sounds/V.wav,1,1,0,1,0,1,0,1,1,0,1,1,1,0,no,Studerende,1,0,1554900693771
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,8,4,blue,circle,sounds/G.wav,1,0,0,1,0,1,0,1,1,0,1,1,0,0,no,Studerende,1,0,1554900697364
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,9,4,green,star,sounds/D.wav,1,0,0,1,1,1,0,1,1,1,1,1,0,0,no,Studerende,1,0,1554900700972
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,10,8,green,star,sounds/D.wav,1,0,1,1,0,1,1,0,1,0,1,1,1,1,no,Studerende,0,0,1554900704583
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,11,4,red,square,sounds/P.wav,1,0,0,1,0,1,0,1,1,0,1,1,0,0,no,Studerende,1,0,1554900708182
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,12,8,white,triangle,sounds/P.wav,1,0,0,1,0,1,1,1,1,0,1,1,0,0,no,Studerende,1,1,1554900711790
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,13,7,yellow,triangle,sounds/T.wav,1,0,0,0,0,1,0,1,1,0,1,1,0,1,no,Studerende,1,0,1554900715383
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,14,4,green,square,sounds/D.wav,1,0,0,1,0,1,0,1,1,0,1,1,0,0,no,Studerende,1,0,1554900718983
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,15,2,green,circle,sounds/B.wav,1,1,0,1,0,1,0,1,1,0,1,1,1,0,no,Studerende,1,0,1554900722602
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,16,2,green,triangle,sounds/P.wav,1,1,0,1,1,1,0,1,1,1,1,1,1,0,no,Studerende,1,0,1554900726242
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,17,6,darkorange,square,sounds/D.wav,1,0,0,1,0,1,0,1,1,0,1,1,0,0,no,Studerende,1,0,1554900729835
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,18,4,darkorange,star,sounds/G.wav,1,1,0,1,0,1,0,1,1,0,1,1,1,0,no,Studerende,1,0,1554900733449
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,19,1,blue,circle,sounds/V.wav,1,0,0,1,0,1,0,1,1,0,1,1,0,0,no,Studerende,1,0,1554900737051
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,20,1,yellow,star,sounds/D.wav,1,0,0,1,1,1,0,1,1,1,1,1,0,0,no,Studerende,1,0,1554900740671
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,21,3,darkorange,circle,sounds/V.wav,1,0,0,1,0,1,0,1,1,0,1,1,0,0,no,Studerende,1,0,1554900744270
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,22,1,darkorange,circle,sounds/E.wav,1,1,1,1,0,1,0,1,1,0,1,1,1,1,no,Studerende,1,0,1554900747887
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,23,8,white,star,sounds/C.wav,1,0,0,1,0,1,0,1,1,0,1,1,0,0,no,Studerende,1,0,1554900751469
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,24,8,white,triangle,sounds/C.wav,1,1,0,1,1,1,1,1,1,1,1,1,1,0,no,Studerende,1,1,1554900755112
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,25,3,yellow,circle,sounds/T.wav,1,0,0,1,0,1,0,1,1,0,1,1,0,0,no,Studerende,1,0,1554900758705
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,26,0,green,triangle,sounds/V.wav,1,0,0,1,0,1,0,1,1,0,1,1,0,0,no,Studerende,1,0,1554900762304
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,27,4,white,star,sounds/G.wav,1,1,1,0,0,1,0,1,1,0,1,1,0,0,no,Studerende,0,0,1554900765927
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,28,4,red,square,sounds/P.wav,1,0,0,1,1,1,0,1,1,1,1,1,0,0,no,Studerende,1,0,1554900769532
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,29,8,green,square,sounds/P.wav,1,0,0,0,0,1,1,1,1,0,1,1,0,1,no,Studerende,1,1,1554900773128
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,30,8,green,star,sounds/C.wav,1,1,0,1,1,1,0,1,1,1,1,1,1,0,no,Studerende,1,0,1554900776748
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,31,1,red,triangle,sounds/C.wav,1,0,0,1,0,1,1,1,1,0,1,1,0,0,no,Studerende,1,1,1554900780353
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,32,1,red,star,sounds/G.wav,1,1,0,1,1,1,0,1,1,1,1,1,1,0,no,Studerende,1,0,1554900783978
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,33,1,red,star,sounds/T.wav,1,1,0,0,1,1,0,1,1,1,1,1,1,1,no,Studerende,1,0,1554900787606
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,34,7,blue,circle,sounds/B.wav,1,0,1,0,0,1,0,1,1,0,1,1,0,0,no,Studerende,1,0,1554900791217
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,35,8,blue,square,sounds/P.wav,1,1,0,1,0,1,0,1,1,0,1,1,1,0,no,Studerende,1,0,1554900794813
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,36,8,white,circle,sounds/B.wav,1,0,0,1,1,1,0,1,1,1,1,1,0,0,no,Studerende,1,0,1554900798416
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,37,4,green,triangle,sounds/E.wav,1,0,0,1,0,1,0,1,1,0,1,1,0,0,no,Studerende,1,0,1554900802009
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,38,2,red,triangle,sounds/P.wav,1,0,1,1,0,1,0,1,1,0,1,1,0,1,no,Studerende,1,0,1554900805629
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,39,7,dimgray,square,sounds/V.wav,1,0,0,1,0,1,0,1,1,0,1,1,0,0,no,Studerende,1,0,1554900809228
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,40,0,white,square,sounds/V.wav,1,0,1,1,0,1,1,1,1,0,1,1,0,1,no,Studerende,1,1,1554900812859
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,41,8,green,star,sounds/T.wav,1,0,0,1,0,1,0,1,1,0,1,1,0,0,no,Studerende,1,0,1554900816461
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,42,8,green,square,sounds/T.wav,1,0,0,1,1,1,1,1,1,1,1,1,1,0,no,Studerende,0,1,1554900820089
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,43,1,red,star,sounds/C.wav,1,0,0,1,0,1,0,1,1,0,1,1,0,0,no,Studerende,1,0,1554900823677
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,44,0,white,square,sounds/D.wav,1,0,0,1,0,1,0,1,1,0,1,1,0,0,no,Studerende,1,0,1554900827279
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,45,7,yellow,circle,sounds/D.wav,1,0,0,1,0,1,1,1,1,0,1,1,0,0,no,Studerende,1,1,1554900830902
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,46,3,darkorange,star,sounds/V.wav,1,0,0,1,0,1,0,1,1,0,1,1,0,0,no,Studerende,1,0,1554900834493
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,47,3,red,star,sounds/V.wav,1,0,1,1,1,1,1,1,1,0,0,1,0,1,no,Studerende,1,1,1554900838129
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,48,1,red,triangle,sounds/E.wav,1,1,0,1,0,1,0,1,1,0,1,1,1,0,no,Studerende,1,0,1554900841743
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,49,3,dimgray,triangle,sounds/B.wav,1,0,1,1,0,1,0,1,1,0,1,1,0,1,no,Studerende,1,0,1554900845339
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,50,3,darkorange,star,sounds/B.wav,1,0,0,1,1,1,1,1,1,1,1,1,0,0,no,Studerende,1,1,1554900848959
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,51,2,blue,star,sounds/B.wav,1,0,1,1,0,1,1,1,1,0,1,1,0,1,no,Studerende,1,1,1554900852578
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,52,1,white,star,sounds/P.wav,1,0,1,1,0,1,0,1,1,0,1,1,0,1,no,Studerende,1,0,1554900856201
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,53,0,white,circle,sounds/P.wav,1,1,0,1,0,1,1,1,1,0,1,1,1,0,no,Studerende,1,1,1554900859742
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,54,4,blue,circle,sounds/C.wav,1,0,0,0,0,1,0,1,1,0,1,1,0,1,no,Studerende,1,0,1554900863332
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,55,4,dimgray,circle,sounds/B.wav,1,0,1,1,1,1,0,1,1,1,1,1,0,1,no,Studerende,1,0,1554900866967
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,56,2,yellow,square,sounds/B.wav,1,0,0,1,0,1,1,1,1,0,1,1,0,0,no,Studerende,1,1,1554900870609
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,57,0,red,triangle,sounds/B.wav,1,0,0,1,0,1,1,1,1,0,1,1,0,0,no,Studerende,1,1,1554900874223
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,58,1,green,square,sounds/P.wav,1,0,0,1,0,1,0,1,1,0,1,1,0,0,no,Studerende,1,0,1554900877816
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,59,8,blue,circle,sounds/B.wav,1,0,0,1,0,1,0,1,1,0,1,1,0,0,no,Studerende,1,0,1554900881419
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,60,2,red,square,sounds/G.wav,1,0,0,1,0,1,0,1,1,0,1,1,0,0,no,Studerende,1,0,1554900885018
chihuahua,female,24,training_transfer,pretest,pcfs12,4,1,61,6,white,circle,sounds/E.wav,1,0,0,1,0,1,0,1,1,0,1,1,0,0,no,Studerende,1,0,1554900888617
chihuahua,female,24,training_transfer,training,ps2,2,2,1,0,white,circle,sounds/P.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901674339
chihuahua,female,24,training_transfer,training,ps2,2,2,2,4,white,circle,sounds/G.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901676922
chihuahua,female,24,training_transfer,training,ps2,2,2,3,7,white,circle,sounds/C.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901679506
chihuahua,female,24,training_transfer,training,ps2,2,2,4,0,white,circle,sounds/D.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901682074
chihuahua,female,24,training_transfer,training,ps2,2,2,5,5,white,circle,sounds/V.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901684658
chihuahua,female,24,training_transfer,training,ps2,2,2,6,7,white,circle,sounds/G.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901687241
chihuahua,female,24,training_transfer,training,ps2,2,2,7,8,white,circle,sounds/E.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901689825
chihuahua,female,24,training_transfer,training,ps2,2,2,8,2,white,circle,sounds/P.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901692408
chihuahua,female,24,training_transfer,training,ps2,2,2,9,1,white,circle,sounds/E.wav,0,,,,0,1,1,1,1,0,1,0,,,no,Studerende,,1,1554901695006
chihuahua,female,24,training_transfer,training,ps2,2,2,10,6,white,circle,sounds/P.wav,0,,,,0,1,1,0,1,0,1,0,,,no,Studerende,,0,1554901697592
chihuahua,female,24,training_transfer,training,ps2,2,2,11,4,white,circle,sounds/C.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901700175
chihuahua,female,24,training_transfer,training,ps2,2,2,12,6,white,circle,sounds/P.wav,0,,,,1,1,1,0,1,1,1,0,,,no,Studerende,,0,1554901702770
chihuahua,female,24,training_transfer,training,ps2,2,2,13,8,white,circle,sounds/V.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901705342
chihuahua,female,24,training_transfer,training,ps2,2,2,14,0,white,circle,sounds/B.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901707928
chihuahua,female,24,training_transfer,training,ps2,2,2,15,0,white,circle,sounds/C.wav,0,,,,0,0,1,1,1,1,0,0,,,no,Studerende,,0,1554901710535
chihuahua,female,24,training_transfer,training,ps2,2,2,16,1,white,circle,sounds/E.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901713112
chihuahua,female,24,training_transfer,training,ps2,2,2,17,2,white,circle,sounds/C.wav,0,,,,0,1,1,1,1,0,1,0,,,no,Studerende,,1,1554901715707
chihuahua,female,24,training_transfer,training,ps2,2,2,18,5,white,circle,sounds/E.wav,0,,,,0,1,1,1,1,0,1,0,,,no,Studerende,,1,1554901718314
chihuahua,female,24,training_transfer,training,ps2,2,2,19,2,white,circle,sounds/T.wav,0,,,,1,0,1,1,1,0,0,0,,,no,Studerende,,0,1554901720894
chihuahua,female,24,training_transfer,training,ps2,2,2,20,4,white,circle,sounds/T.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901723478
chihuahua,female,24,training_transfer,training,ps2,2,2,21,0,white,circle,sounds/D.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901726064
chihuahua,female,24,training_transfer,training,ps2,2,2,22,1,white,circle,sounds/C.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901728630
chihuahua,female,24,training_transfer,training,ps2,2,2,23,8,white,circle,sounds/C.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901731213
chihuahua,female,24,training_transfer,training,ps2,2,2,24,1,white,circle,sounds/V.wav,0,,,,1,0,1,1,1,1,1,0,,,no,Studerende,,0,1554901733820
chihuahua,female,24,training_transfer,training,ps2,2,2,25,7,white,circle,sounds/V.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901736397
chihuahua,female,24,training_transfer,training,ps2,2,2,26,1,white,circle,sounds/V.wav,0,,,,1,1,1,1,1,0,0,0,,,no,Studerende,,1,1554901738989
chihuahua,female,24,training_transfer,training,ps2,2,2,27,8,white,circle,sounds/B.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901741564
chihuahua,female,24,training_transfer,training,ps2,2,2,28,6,white,circle,sounds/V.wav,0,,,,0,1,1,0,1,0,1,0,,,no,Studerende,,0,1554901744147
chihuahua,female,24,training_transfer,training,ps2,2,2,29,4,white,circle,sounds/G.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901746730
chihuahua,female,24,training_transfer,training,ps2,2,2,30,6,white,circle,sounds/V.wav,0,,,,1,1,1,1,1,0,0,0,,,no,Studerende,,1,1554901749328
chihuahua,female,24,training_transfer,training,ps2,2,2,31,5,white,circle,sounds/G.wav,0,,,,0,1,1,1,1,0,1,0,,,no,Studerende,,1,1554901751938
chihuahua,female,24,training_transfer,training,ps2,2,2,32,4,white,circle,sounds/C.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901754515
chihuahua,female,24,training_transfer,training,ps2,2,2,33,3,white,circle,sounds/C.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901757099
chihuahua,female,24,training_transfer,training,ps2,2,2,34,4,white,circle,sounds/P.wav,0,,,,1,0,1,1,1,1,1,0,,,no,Studerende,,0,1554901759696
chihuahua,female,24,training_transfer,training,ps2,2,2,35,0,white,circle,sounds/T.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901762283
chihuahua,female,24,training_transfer,training,ps2,2,2,36,4,white,circle,sounds/V.wav,0,,,,1,0,1,1,1,0,0,0,,,no,Studerende,,0,1554901764866
chihuahua,female,24,training_transfer,training,ps2,2,2,37,0,white,circle,sounds/T.wav,0,,,,1,1,1,0,1,0,0,0,,,no,Studerende,,0,1554901767449
chihuahua,female,24,training_transfer,training,ps2,2,2,38,6,white,circle,sounds/V.wav,0,,,,0,1,1,0,1,0,1,0,,,no,Studerende,,0,1554901770033
chihuahua,female,24,training_transfer,training,ps2,2,2,39,0,white,circle,sounds/D.wav,0,,,,1,0,1,1,1,0,0,0,,,no,Studerende,,0,1554901772619
chihuahua,female,24,training_transfer,training,ps2,2,2,40,7,white,circle,sounds/G.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901775202
chihuahua,female,24,training_transfer,training,ps2,2,2,41,0,white,circle,sounds/C.wav,0,,,,1,0,1,0,1,1,1,0,,,no,Studerende,,1,1554901777803
chihuahua,female,24,training_transfer,training,ps2,2,2,42,1,white,circle,sounds/P.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901780386
chihuahua,female,24,training_transfer,training,ps2,2,2,43,2,white,circle,sounds/C.wav,0,,,,0,1,1,0,1,0,1,0,,,no,Studerende,,0,1554901782970
chihuahua,female,24,training_transfer,training,ps2,2,2,44,1,white,circle,sounds/P.wav,0,,,,1,1,1,0,1,1,1,0,,,no,Studerende,,0,1554901785562
chihuahua,female,24,training_transfer,training,ps2,2,2,45,1,white,circle,sounds/E.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901788130
chihuahua,female,24,training_transfer,training,ps2,2,2,46,2,white,circle,sounds/B.wav,0,,,,0,0,1,1,1,1,0,0,,,no,Studerende,,0,1554901790737
chihuahua,female,24,training_transfer,training,ps2,2,2,47,1,white,circle,sounds/T.wav,0,,,,1,0,1,1,1,1,1,0,,,no,Studerende,,0,1554901793312
chihuahua,female,24,training_transfer,training,ps2,2,2,48,8,white,circle,sounds/P.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901795886
chihuahua,female,24,training_transfer,training,ps2,2,2,49,6,white,circle,sounds/E.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901798470
chihuahua,female,24,training_transfer,training,ps2,2,2,50,4,white,circle,sounds/D.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901801039
chihuahua,female,24,training_transfer,training,ps2,2,2,51,3,white,circle,sounds/D.wav,0,,,,0,0,1,0,1,0,1,0,,,no,Studerende,,1,1554901803645
chihuahua,female,24,training_transfer,training,ps2,2,2,52,5,white,circle,sounds/E.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901806219
chihuahua,female,24,training_transfer,training,ps2,2,2,53,3,white,circle,sounds/T.wav,0,,,,1,0,1,1,1,1,1,0,,,no,Studerende,,0,1554901808829
chihuahua,female,24,training_transfer,training,ps2,2,2,54,5,white,circle,sounds/E.wav,0,,,,1,1,1,1,1,0,0,0,,,no,Studerende,,1,1554901811418
chihuahua,female,24,training_transfer,training,ps2,2,2,55,4,white,circle,sounds/T.wav,0,,,,0,1,1,0,1,0,1,0,,,no,Studerende,,0,1554901813990
chihuahua,female,24,training_transfer,training,ps2,2,2,56,8,white,circle,sounds/C.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901816573
chihuahua,female,24,training_transfer,training,ps2,2,2,57,2,white,circle,sounds/G.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901819157
chihuahua,female,24,training_transfer,training,ps2,2,2,58,0,white,circle,sounds/G.wav,0,,,,0,0,1,1,1,0,1,0,,,no,Studerende,,0,1554901821740
